Property,Name,Value,Raw_value,Unit,Extracted_name,Specifier
Capacity,Li2FeVyTi1−yO4,240,240,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1.0', 'V': 'y', 'Ti': '1-y', 'O': '4.0'}]",
Capacity,LiNi0.8Co0.2O2,171,"171 , 189 , 181 and 176",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '2.0'}]",discharge capacity
Capacity,LiCoO2,166,"166 , 160 and 152",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,Li4Ti5O12,148.6,148.6 and 166.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Na-doped Li2CoTi3O8,567.9,"644.5 , 567.9 , 586.7 , 612.8 and 560.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Co': '1.0', 'Ti': '3.0', 'O': '8.0'}]",discharge capacities
Capacity,LiFePO4,90,90,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiNi0.9Co0.1O2 ,193,228 and 193,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.9', 'Co': '0.1', 'O': '2.0'}]",charge and discharge capacity
Capacity,LiMn0.4Ni0.6VO4,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.4', 'Ni': '0.6', 'V': '1.0', 'O': '4.0'}]",reversible capacity
Capacity,LiFePO4,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LixLayTiO3,656,"542 , 656 and 856",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'La': 'y', 'Ti': '1.0', 'O': '3.0'}]",
Capacity,LiFePO4,13,13,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li4Ti5O12 oxides,44,"87 , 62 , 44 and 32",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",reversible discharge capacity
Capacity,LiCoO2,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Li15Si4,20,20,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '15.0', 'Si': '4.0'}]",
Capacity,CNT @ Li2MnSiO4,93,"170 , 93 , 57 and 32",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFePO4 / C,145,145,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,Li4Ti5O12,167,"167 , 166 and 163",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacities
Capacity,Li1+xMn2−xO4,65.3,"60.4 , 65.3 , 73.1 , 68.4 and 66.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x+1', 'Mn': '2-x', 'O': '4.0'}]",capacities
Capacity,LiFePO4,142,142,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiNi0.5Mn1.5O4,120.9,120.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",specific capacity
Capacity,LiNi0.6Co0.2Mn0.2O2 ,158,"159 , 155 , 146 , 134 , 106 and 158",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",discharge capacities
Capacity,LiCoO2,184.8,184.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge specific capacity
Capacity,Li2S,1170,1170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",theoretical capacity
Capacity,LiCoO2,1672,1672,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Silicon oxide,973,973,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0', 'O': '2.0'}]",
Capacity,LiFePO4 / C,143.2,143.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li4Ti5O12,175,175,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Li / LiFePO4,166,166,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiNi0.5Mn1.5O4,120.2,120.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
Capacity,LiMn2O4,29.5,29.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiNi0.6Co0.2Mn0.2O2,169.8,169.8 and 148.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",discharge capacity
Capacity,LiNiO2,248,248,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '1.0', 'O': '2.0'}]",
Capacity,LiFePO4,132,"157 , 132 , 105 , 88 and 59",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,Li[Ni0.4Co0.2Mn0.4]O2 ,197,197,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.4', 'Co': '0.2', 'Mn': '0.4', 'O': '2.0'}]",discharge capacity
Capacity,Li3V2(PO4)3 / C,190.3,190.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",reversible capacity
Capacity,Li3V2(PO4)3  EC,103.9,128.4 and 103.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",capacity
Capacity,Li Fe0.2Mn0.8PO4 / Li4Ti5O12,70,70,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.2', 'Mn': '0.8', 'P': '1.0', 'O': '4.0'}, {'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,LiMnTiO4,161,161,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'Ti': '1.0', 'O': '4.0'}]",capacity
Capacity,Li2O,2090,2090,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'O': '1.0'}]",
Capacity,LiFePO4,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti5O12,122,122,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,LiV3O8,50,to 50,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",
Capacity,LiNi0.8Co0.2O0.2,125,"124 , 125 , 114 and 93",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.2', 'O': '0.2'}]",discharge capacity
Capacity,LiMn0.9Fe0.1PO4,161,"161 , 141 , 107 and 79",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '0.9', 'Fe': '0.1', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,LiFePO4,162,162 and 163,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiVPO4F,96,96,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'P': '1.0', 'O': '4.0', 'F': '1.0'}]",
Capacity,Li(Ni1,154,154,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '1.0'}]",
Capacity,LiFe0.94Ni0.06PO4 / C ,121,"86 , 121 , 90 , and 78",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.94', 'Ni': '0.06', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacities
Capacity,Li3VO4,375.1,375.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",discharge and charge capacities
Capacity,Na2Li2Ti6O14,131.3,"206.4 , 166.3 , 150.5 , 139.1 and 131.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '2.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",capacities
Capacity,Li(Li3P),2596,2596,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'P': '1.0'}]",theoretical capacity
Capacity,LiFePO4 / Li,142,"131 , 143 , and 142",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'Li': '1.0'}]",discharge capacity
Capacity,LiNi0.8Co0.15Al0.05O2,205,205 and 177,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.15', 'Al': '0.05', 'O': '2.0'}]",charge and discharge capacities
Capacity,Li4Ti5O12,30,30,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiVP2O7 / C,90.9,"90.9 , 102.3 , and 96.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '1.0', 'P': '2.0', 'O': '7.0'}, {'C': '1.0'}]",discharge capacities
Capacity,LiFePO4,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFePO4,103,"117 , 103 and 76",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li2S @ C ,626,to 626,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiNi0.5Mn1.5O4,115.5,to 115.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
Capacity,LiPO2F2,332,332 to 273.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'O': '2.0', 'F': '2.0'}]",charge capacity
Capacity,Li4Ti4.9Zr0.1O12,111,111,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '4.9', 'Zr': '0.1', 'O': '12.0'}]",
Capacity,LiMn1,164.9,139.8 to 164.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0'}]",discharge specific capacity
Capacity,LiNi0.5Mn1.5O4,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
Capacity,Li4Ti5O12,175,175,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",specific capacity
Capacity,Na2Li2Ti6O14,114.7,97.8 and 114.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '2.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",charge capacities
Capacity,LiCoO2,274,274,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,LiFePO4,49,49,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12,175,175,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Li2MnO3,155,155,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",capacity
Capacity,LixV2O5,294,147  E294,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'V': '2.0', 'O': '5.0'}]",
Capacity,Li3−xNaxV2(PO4)3 / C,90.8,"115.1 , 110.6 , 104.3 , 104.9 , 111.9 , 117.2 , 104.5 , 80.5 , 90.4 , 90.8 , 93.0 and 103.0",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3-x', 'Na': 'x', 'V': '2.0'}, {'C': '1.0'}]",
Capacity,LixMnO2,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'Mn': '1.0', 'O': '2.0'}]",theoretical capacity
Capacity,Li4Ti5O12,336,336,Ampere^(1.0)  Hour^(1.0)  KiloGram^(-1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",theoretical capacity
Capacity,LiMn2O4,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",specific capacity
Capacity,Li4Ti5O12,171.4,182.4 and 171.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiMn2O4,81,81,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,LiMn2O4 ,80.2,113 to 80.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Polyvinylidene fluoride,35,"45 , 37 and 35",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",capacities
Capacity,LiFePO4 / C,459.839,459.839,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,Li3V2(PO4)3 / C nanoparticles,83,122 and 83,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",capacities
Capacity,LiFePO4,100.7,100.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",reversible capacity
Capacity,LiNi0.9Co0.05Mn0.025Mg0.025O2,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.9', 'Co': '0.05', 'Mn': '0.025', 'Mg': '0.025', 'O': '2.0'}]",capacity
Capacity,LiNiPO4,167,167,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,Li2ZnTi3O8,143.6,"173.9 , 154.1 , 143.6 and 137.1",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '3.0', 'O': '8.0'}]",charge capacities
Capacity,LiC6,372,372,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'C': '6.0'}]",
Capacity,LiFe0.1Mn0.9PO4,120,120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.1', 'Mn': '0.9', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4,106,106,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Lithium bis(trifluoromethanesulfonyl)imide,405,∼ 405,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'C': '2.0', 'F': '6.0', 'N': '1.0', 'O': '4.0', 'S': '2.0'}]",discharge capacity
Capacity,LiCoO2,145,∼ 145,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiFe3O5,800,∼ 800,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '3.0', 'O': '5.0'}]",capacity
Capacity,LiMn2O4,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiMnPO4,118,"118 , 76.5 and 9",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",capacities
Capacity,LiFePO4,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacities
Capacity,Lithium iron phosphate,105,105,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFe(WO4)2,110,110,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'W': '2.0', 'O': '8.0', 'Li': '1.0', 'Fe': '1.0'}]",
Capacity,LiMn1.9Ni0.1O4,14,14,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.9', 'Ni': '0.1', 'O': '4.0'}]",capacity
Capacity,LiFePO4 / C,120.3,120.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,Mo - doped LiV3O8,269,269,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'V': '3.0', 'O': '8.0'}]",discharge capacity
Capacity,LiFe0.93Gd0.07PO4 / C,81.3,"150.7 , 125.9 , 106.0 and 81.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.93', 'Gd': '0.07', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiSi0.05V3O8,224.3,224.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Si': '0.05', 'V': '3.0', 'O': '8.0'}]",
Capacity,LiTi2(PO4)3,117,117,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '1.0', 'Ti': '2.0'}]",discharge capacity
Capacity,LiCoO2,125,125,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,Li / α-Fe2O3,734,∼ 734,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Fe': '2.0', 'O': '3.0'}]",discharge and charge capacities
Capacity,LiFePO4,10.3,and 10.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li2RuO3 ,329,329,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ru': '1.0', 'O': '3.0'}]",capacity
Capacity,Li3V2(PO4)3 / C,122,"123 , 122 and 120",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",capacity
Capacity,Lithium silicates,4214,4214,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Si': '1.0', 'O': '4.0'}]",
Capacity,Carbon / silicon / TiOx∁E ,138.8,"846.1 , 668.0 , 509.0 , 356.9 , 211.3 and 138.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0'}, {'Ti': '1.0', 'O': 'x-2'}]",discharge capacities
Capacity,Li5.6Fe0.4Co0.6O4,220,and 220,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '5.6', 'Fe': '0.4', 'Co': '0.6', 'O': '4.0'}]",capacities
Capacity,LiMn1.9Ni0.1O4,128,137 and 128,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.9', 'Ni': '0.1', 'O': '4.0'}]",discharge capacities
Capacity,LiC6,372,372,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'C': '6.0'}]",
Capacity,LiMg0.05Mn0.95PO4,107,107,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mg': '0.05', 'Mn': '0.95', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li2O,1800,1300 and 1800,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'O': '1.0'}]",
Capacity,Li3V2(PO4)3 / C,144.9,"138.2 , 145.2 , 142.9 , 144.9 and 139.9",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",
Capacity,BaLi2Ti6O14 ,128.9,128.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Ba': '1.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",charge capacity
Capacity,SrLi2Ti6O14,159.1,"157.2 , 159.1 , 163.2 , 155.9 and 153.0",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Sr': '1.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",reversible charge capacities
Capacity,TiN / Li4Ti5O12,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Ti': '1.0', 'N': '1.0'}, {'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,LiNi0.5Co0.5O2,159,159,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Co': '0.5', 'O': '2.0'}]",discharge capacity
Capacity,LiNi0.975Ga0.025O2,0.17,0.17 and 0.04,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.975', 'Ga': '0.025', 'O': '2.0'}]",
Capacity,Li1.06Mn2O4,135.3,"130.6 , 127 , 135.3 , 115.6 , and 94",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.06', 'Mn': '2.0', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti4.95Nb0.05O12,175,175,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '4.95', 'Nb': '0.05', 'O': '12.0'}]",theoretical capacity
Capacity,LiFePO4 / C ,136,136,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",reversible discharge capacity
Capacity,LiPF6,140.2,"155.2 , 146.1 , 140.2 , 129.3 , 102.0 and 157.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",discharge capacities
Capacity,LiCoO2,103.4,103.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,Li2TiO3,110,∼ 110,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Ti': '1.0', 'O': '3.0'}]",
Capacity,Li2SO4,104,"117 , 113 , 104 and 88",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0', 'O': '4.0'}]",capacities
Capacity,LiNi1 / 3Co1 / 3Mn1 / 3O2,160,160,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.3333', 'Co': '0.3333', 'Mn': '0.3333', 'O': '2.0'}]",capacity
Capacity,Na2Li2Ti6O14,62,62,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '2.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",specific capacities
Capacity,Li4Ti5O12,124,"124 , 108 and 99",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacities
