Property,Name,Value,Raw_value,Unit,Extracted_name,Specifier
Capacity,LiCo0.75Ti0.25O2,124,135 and 124,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '0.75', 'Ti': '0.25', 'O': '2.0'}]",
Capacity,Li2Fe1−xMnxSiO4 / C,150.2,"110.5 , 119.1 , 136.1 , 150.2 and 151.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1-x', 'Mn': 'x', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",
Capacity,VS4 @ Li7P3S11,543,"543 , 469 , 355 and 274",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'V': '1.0', 'S': '4.0'}, {'Li': '7.0', 'P': '3.0', 'S': '11.0'}]",discharge specific capacity
Capacity,Li2ZnTi2.95Al0.05O8,59,"21.5 , 54.4 , 59.0 , and 31.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Zn': '1.0', 'Ti': '2.95', 'Al': '0.05', 'O': '8.0'}]",
Capacity,LiMnPO4,118,118,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li22Si5,4200,4200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '22.0', 'Si': '5.0'}]",capacity
Capacity,Na0.6[Li0.2Ni0.2Mn0.6]O2,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '0.6', 'Li': '0.2', 'Ni': '0.2', 'Mn': '0.6', 'O': '2.0'}]",
Capacity,Silicon monoxide,747.8,1557.9 and 747.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '0.0', 'O': '1.0'}]",discharge and charge capacities
Capacity,Li / LiFePO4,153,153,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti5O12,220,220,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",specific capacity
Capacity,LiFePO4,56.7,56.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li1.025Co0.95V0.05(PO4)1.025 / C,112.2,112.2 and 134.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '1.025', 'O': '4.1', 'Li': '1.025', 'Co': '0.95', 'V': '0.05'}, {'C': '1.0'}]",capacities
Capacity,Sr0.5NaLi2Ti6O14,179.5,179.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Sr': '0.5', 'Na': '1.0', 'Li': '2.0', 'Ti': '6.0', 'O': '14.0'}]",
Capacity,LiNi0.975Al0.025O2,91.4,"78.8 , 78.7 , 71.3 , and 91.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.975', 'Al': '0.025', 'O': '2.0'}]",
Capacity,Li4Ti5O12,150,150,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,LiPF6+1,150.42,150.42,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '7.0'}]",
Capacity,LiFePO4,156,156,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",reversible capacity
Capacity,Silica ,1000,1000,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0', 'O': '2.0'}]",capacity
Capacity,Li(Ni0.5Mn1.5)O4,120,120,Ampere^(1.0)  Hour^(1.0)  KiloGram^(-1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
Capacity,LiMnPO4 / C,126.7,126.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiFe0.4Mn0.6PO4,119,119 to 78,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.4', 'Mn': '0.6', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li1.86CuO2,210,210,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.86', 'Cu': '1.0', 'O': '2.0'}]",capacity
Capacity,LiFePO4,81,"146 , 137 and 81",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li4Ti5O12,163,185 and 163,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Li3VO4 / C ,500,"450 , 500 and 520",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}, {'C': '1.0'}]",charge capacities
Capacity,LiFe0.93Gd0.07PO4 / C ,150.7,to 150.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.93', 'Gd': '0.07', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,LiFePO4,160,~ 160,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li0.5MnPO4,85,85 and 120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '0.5', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li3PO4,109.4,"125.6 , 109.4 and 92.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,LiFePO4,80,80,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacity
Capacity,Li4Ti5O12,215.1,∼ 215.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",reversible capacity
Capacity,Na0.5(Li0.10Fe0.45Mn0.45)O2,127,127,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Na': '0.5', 'Li': '0.1', 'Fe': '0.45', 'Mn': '0.45', 'O': '2.0'}]",discharge capacity
Capacity,LiFePO4 / C,136,"136 , 125 and 96",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li3+xVO4,398,398,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x+3', 'V': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,LiFePO4 / C ,141,"141 , 131.5 , 117.4 , and 97.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li4Ti5O12,148,"148 , 130 , 114 and 102",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,Li2S,600,600,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",discharge capacity
Capacity,Li4Ti5O12,153.2,"155.3 , 149.6 , 145.4 , 139.6 , 130.2 and 153.2",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiFePO4,148,148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4 ,115,115,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiMnPO4,60.8,"129.5 , 112.5 , 91.9 , 73.4 , 60.8 and 36.9",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoO2,61,"61 , 49.1 , 38.7 , 23.2 , and 12.3",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,LiPF6 / carbonates,118,118,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'F': '6.0'}]",
Capacity,Li4Ti4.95Al0.05O12,59,to 59,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '4.95', 'Al': '0.05', 'O': '12.0'}]",discharge capacity
Capacity,LiMn2O4 @ V2O5,108.4,"121 , 113.5 , and 108.4",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}, {'V': '2.0', 'O': '5.0'}]",discharge capacity
Capacity,LiFePO4,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoO2,100,100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,Li1.11(Ni0.40Mn0.39Co0.16Al0.05)0.89O2,37,37,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Ni': '0.356', 'Mn': '0.3471', 'Co': '0.1424', 'Al': '0.0445', 'Li': '1.11', 'O': '2.0'}]",capacity
Capacity,LiZnBO3 / C–LiCoO2,372,372,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Zn': '1.0', 'B': '1.0', 'O': '3.0'}]",specific capacity
Capacity,Li2ZrO3,125.2,125.2 to 72.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Zr': '1.0', 'O': '3.0'}]",
Capacity,Li2S,1166,1166,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '1.0'}]",theoretical capacity
Capacity,LiMnPO4,168,168,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacity
Capacity,LiCoO2,120,< 120,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",
Capacity,LiCoO2,700,700 and 613,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",specific capacity
Capacity,LiNiPO4,20,10 and 20,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li2Na2Ti6O14,234.9,234.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Na': '2.0', 'Ti': '6.0', 'O': '14.0'}]",reversible charge capacity
Capacity,LiPSs,182,182,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'S': 's'}]",
Capacity,LiFePO4 / C,125,to 125,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",capacity
Capacity,Li3V2(PO4)3,197,197,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",theoretical capacity
Capacity,LiFePO4 @ B0.4-C,140.7,140.7 and 124.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'B': '0.4'}]",capacities
Capacity,Silicon oxide,1463,1463,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Si': '1.0', 'O': '2.0'}]",
Capacity,0.4Li2MnO3-0.6LiNi0.33Co0.33Mn0.33O2,263,263,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",Discharge capacity
Capacity,Li15Si4,3580,3580,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '15.0', 'Si': '4.0'}]",specific capacity
Capacity,LiNi0.5Mn1.5O4,122.3,122.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",capacity
Capacity,LiNi0.6Co0.2Mn0.2O2 / Li,151.6,151.6,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}, {'Li': '1.0'}]",reversible discharge capacity
Capacity,Lithium bis(trifluoromethanesulfonyl)imide,50,55 and 50,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'C': '2.0', 'F': '6.0', 'N': '1.0', 'O': '4.0', 'S': '2.0'}]",
Capacity,LiC6,372,372,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'C': '6.0'}]",theoretical capacity
Capacity,LiFePO4,118.5,"164.6 , 145 , 138.3 , 133.4 , and 118.5",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacities
Capacity,Li4.4Si,4200,4200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.4', 'Si': '1.0'}]",specific capacity
Capacity,Li4Ti5O12 ,173.1,to 173.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge capacity
Capacity,LiNi0.8Co0.17Al0.03O2,172.2,189.2 and 172.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.17', 'Al': '0.03', 'O': '2.0'}]",
Capacity,LiNi0.8Co0.1Mn0.1O2,40,40,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.8', 'Co': '0.1', 'Mn': '0.1', 'O': '2.0'}]",discharge capacity
Capacity,Li2FeSiO4 / C ,125,125,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}, {'C': '1.0'}]",specific capacity
Capacity,LixMnyO2,225,to 225,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': 'x', 'Mn': 'y', 'O': '2.0'}]",
Capacity,Li / Li2IrO3,100,135 and 100,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '2.0', 'Ir': '1.0', 'O': '3.0'}]",capacities
Capacity,LiCoO2 ,113.8,113.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,Li1.9MnSiO4,109.3,to 109.3,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.9', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti5O12,175,175,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",
Capacity,LiMn2O4,137,137,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",specific capacities
Capacity,LiFe0.95Mn0.05PO4,102.9,155.6 and 102.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '0.95', 'Mn': '0.05', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Polyvinylidene fluoride,170,∼ 170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",capacity
Capacity,LiMn2O4,126,"126 , 112 , and 86",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",discharge capacities
Capacity,LiMn2O4,105,", 105.0",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",capacity
Capacity,Li10GeP2S12,146,146,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '10.0', 'Ge': '1.0', 'P': '2.0', 'S': '12.0'}]",discharge capacity
Capacity,Li3V2(PO4)3,141.2,141.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",
Capacity,Li2Na2Ti6O14,207,207,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Na': '2.0', 'Ti': '6.0', 'O': '14.0'}]",capacities
Capacity,LiNi0.5Mn1.5O4,95.2,95.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",capacity
Capacity,LiCoO2,160,∼ 160,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiNi0.5Mn1.5O4,105.8,105.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",discharge capacity
Capacity,Li4Ti5O12 / C,141,"141 , 130 and 122",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}, {'C': '1.0'}]",charge capacity
Capacity,Li2MnO3,458,458,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",theoretical capacity
Capacity,Li3Mn0.9V0.1O4,108.84,108.84 and 70,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'Mn': '0.9', 'V': '0.1', 'O': '4.0'}]",discharge capacities
Capacity,LiCoO2,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",discharge capacity
Capacity,Li / LiFePO4,130,130,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiNi0.5Mn1.5O4,146.7,146.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",theoretical capacity
Capacity,LiFe1 - yMnyPO4,61,61,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1-y', 'Mn': 'y', 'P': '1.0', 'O': '4.0'}]",
Capacity,LiCoO2,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Co': '1.0', 'O': '2.0'}]",capacity
Capacity,LiFePO4,170,170,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacity
Capacity,Li2FeSiO4,302.7,302.7,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",
Capacity,Li2S8 / Li2S4,250,250,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'S': '8.0'}, {'Li': '2.0', 'S': '4.0'}]",
Capacity,Li2MnSiO4 ,210.2,210.2,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'Si': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,Li3-xNaxV2-xTix(PO4)3 / C,167.2,"164.08 , 167.20 , 170.61 , 166.61 , and 163.89",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3-x', 'Na': 'x', 'V': '2-x', 'Ti': 'x'}, {'C': '1.0'}]",discharge capacities
Capacity,Li(Li0.23Mn0.47Fe0.2Ni0.1)O2,188,277.4 to 188,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.23', 'Mn': '0.47', 'Fe': '0.2', 'Ni': '0.1', 'O': '2.0'}]",
Capacity,CS-Li4Ti5O12,134.9,"139.6 , 134.9 , 131 , and 124.7",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '1.0', 'S': '1.0'}]",discharge specific capacities
Capacity,LiFePO4,210,160 and 210,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li3VO4,201,201,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '3.0', 'V': '1.0', 'O': '4.0'}]",
Capacity,LiFePO4 / C,99.8,"152.2 , 150.1 , 137.8 , 120.4 and 99.8",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,Li2FeSiO4,166,166,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Fe': '1.0', 'Si': '1.0', 'O': '4.0'}]",theoretical capacity
Capacity,LiFePO4,128.8,"149.8 , 145.1 , 140.2 , 128.8 and 106.7",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacities
Capacity,Li3V2(PO4)3,138,138,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}]",capacity
Capacity,Polyvinylidene fluoride,154.4,to 154.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'C': '2.0', 'H': '2.0', 'F': '2.0'}]",reversible discharge capacity
Capacity,Lithium manganese oxide,115,115,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Mn': '2.0', 'O': '4.0'}]",
Capacity,LiFePO4,148,∼ 148,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",
Capacity,Li / LiFePO4,149,"149 , 138 and 107",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0'}, {'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",discharge capacity
Capacity,LiFePO4 / C,108.1,108.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}, {'C': '1.0'}]",discharge capacity
Capacity,0.3Li2MnO3·0.7LiMn1−xNiyCo0.1O2,200,200,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'Mn': '1.0', 'O': '3.0'}]",capacity
Capacity,Li3Mo0.03V1.97(PO4)3 / C,122.8,125.0 and 122.8,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'Mo': '0.03', 'V': '1.97'}, {'C': '1.0'}]",discharge capacities
Capacity,LiNi0.5Mn1.5O4,80,80,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",discharge capacity
Capacity,LiFePO4,74,74,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",specific capacity
Capacity,LiFePO4,143,143,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Fe': '1.0', 'P': '1.0', 'O': '4.0'}]",capacities
Capacity,LiAlyCo1−yO2,12.4,12.4,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Al': 'y', 'Co': '1-y', 'O': '2.0'}]",
Capacity,Li2O  E2B2O3,202.5,202.5,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '2.0', 'O': '1.0'}]",discharge capacities
Capacity,LiNi0.6Co0.2Mn0.2O2,220.9,220.9,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.6', 'Co': '0.2', 'Mn': '0.2', 'O': '2.0'}]",
Capacity,Li4Ti5O12,135,", 135",Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",discharge specific capacity
Capacity,Li4Ti5O12,114,114,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '4.0', 'Ti': '5.0', 'O': '12.0'}]",capacity
Capacity,LiPSS,153.1,to 153.1,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'P': '1.0', 'S': '2.0'}]",discharge capacity
Capacity,Li3V2(PO4)3 / C,161.3,and 161.30,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'P': '3.0', 'O': '12.0', 'Li': '3.0', 'V': '2.0'}, {'C': '1.0'}]",
Capacity,LiNi0.5Mn1.5O4,76,91 and 76,Gram^(-1.0)  Hour^(1.0)  MilliAmpere^(1.0),"[{'Li': '1.0', 'Ni': '0.5', 'Mn': '1.5', 'O': '4.0'}]",
